Accession	STD Annot.	Curated Loc.
AT5G01920.1	Protein kinase superfamily protein	thylakoid-integral
AT5G02120.1	one helix protein	thylakoid-integral
AT5G02160.1	transmembrane protein	thylakoid-integral
AT5G02180.1	Transmembrane amino acid transporter family protein	envelope
AT5G02250.1	Ribonuclease II/R family protein	plastid stroma
AT5G02580.1	argininosuccinate lyase	envelope-outer
AT5G02830.1	Tetratricopeptide repeat (TPR)-like superfamily protein	plastid nucleoid
AT5G02860.1	Pentatricopeptide repeat (PPR) superfamily protein	plastid
AT5G02940.1	ion channel POLLUX-like protein%2C putative (DUF1012)	envelope
AT5G03370.1	acylphosphatase family	plastid stroma
AT5G03420.1	5'-AMP-activated protein kinase-like protein	plastid
AT5G03650.1	starch branching enzyme 2.2	plastid stroma
AT5G03800.1	Pentatricopeptide repeat (PPR) superfamily protein	plastid
AT5G03880.1	Thioredoxin family protein	thylakoid
AT5G03900.1	Iron-sulfur cluster biosynthesis family protein	plastid
AT5G03900.2	Iron-sulfur cluster biosynthesis family protein	plastid
AT5G03910.1	ABC2 homolog 12	envelope
AT5G03940.1	chloroplast signal recognition particle 54 kDa subunit	plastid stroma
AT5G04130.1	DNA GYRASE B2	mitochondria; plastid nucleoid
AT5G04130.2	DNA GYRASE B2	mitochondria; plastid nucleoid
AT5G04140.1	glutamate synthase 1	plastid stroma
AT5G04140.2	glutamate synthase 1	plastid stroma
AT5G04260.1	WCRKC thioredoxin 2	plastid stroma
AT5G04360.1	limit dextrinase	plastid
AT5G04440.1	RAP release 2%2C galactose-binding-like domain protein%2C putative (DUF1997)	plastid stroma
AT5G04490.1	phytol kinase 1 VTE5	plastid
AT5G04590.1	sulfite reductase	plastid stroma
AT5G04740.1	ACT domain-containing protein	plastid stroma
AT5G04740.2	ACT domain-containing protein	plastid stroma
AT5G04810.1	pentatricopeptide (PPR) repeat-containing protein	plastid nucleoid
AT5G04900.1	NYC1-like protein	thylakoid
AT5G05000.1	translocon at the outer envelope membrane of chloroplasts 34	envelope-outer-integral
AT5G05000.2	translocon at the outer envelope membrane of chloroplasts 34	envelope-outer-integral
AT5G05000.3	translocon at the outer envelope membrane of chloroplasts 34	envelope-outer-integral
AT5G05200.1	Protein kinase superfamily protein	plastoglobules
AT5G05580.1	fatty acid desaturase 8	envelope-inner-integral
AT5G05580.2	fatty acid desaturase 8	envelope-inner-integral
AT5G05590.1	phosphoribosylanthranilate isomerase 2	plastid stroma
AT5G05590.2	phosphoribosylanthranilate isomerase 2	plastid stroma
AT5G05730.1	anthranilate synthase alpha subunit 1	plastid stroma
AT5G05730.2	anthranilate synthase alpha subunit 1	plastid stroma
AT5G05740.1	ethylene-dependent gravitropism-deficient and yellow-green-like 2	thylakoid
AT5G05740.2	ethylene-dependent gravitropism-deficient and yellow-green-like 2	thylakoid
AT5G05740.3	ethylene-dependent gravitropism-deficient and yellow-green-like 2	thylakoid
AT5G05980.1	DHFS-FPGS homolog B	plastid
AT5G05980.2	DHFS-FPGS homolog B	plastid
AT5G06130.1	chaperone protein dnaJ-like protein	plastid
AT5G06130.2	chaperone protein dnaJ-like protein	plastid
AT5G06220.1	LETM1-like protein	plastid
AT5G06220.2	LETM1-like protein	plastid
AT5G06290.1	2-cysteine peroxiredoxin B	plastid stroma
AT5G06340.1	nudix hydrolase homolog 27	plastid
AT5G06690.1	WCRKC thioredoxin 1	plastid stroma
AT5G06690.2	WCRKC thioredoxin 1	plastid stroma
AT5G07020.1	proline-rich family protein	thylakoid
AT5G08050.1	wiskott-aldrich syndrome family protein%2C putative (DUF1118)	thylakoid
AT5G08280.1	hydroxymethylbilane synthase	plastid stroma
AT5G08340.1	Nucleotidylyl transferase superfamily protein	plastid
AT5G08340.2	Nucleotidylyl transferase superfamily protein	plastid
AT5G08410.1	ferredoxin/thioredoxin reductase subunit A (variable subunit) 2	plastid stroma
AT5G08415.1	Radical SAM superfamily protein	plastid
AT5G08540.1	ribosomal RNA small subunit methyltransferase J	envelope-inner
AT5G08610.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	plastid nucleoid
AT5G08650.1	Small GTP-binding protein	plastid stroma
AT5G08720.1	polyketide cyclase/dehydrase/lipid transporter	plastid stroma
AT5G08740.1	NAD(P)H dehydrogenase C1	mitochondria; plastoglobules
AT5G09650.1	pyrophosphorylase 6	plastid stroma; thylakoid-peripheral-stromal-side
AT5G09790.1	TRITHORAX-RELATED PROTEIN 5	nucleus; plastid
AT5G09820.1	Plastid-lipid associated protein PAP / fibrillin family protein	thylakoid-peripheral-stromal-side
AT5G09820.2	Plastid-lipid associated protein PAP / fibrillin family protein	thylakoid-peripheral-stromal-side
AT5G10160.1	Thioesterase superfamily protein	plastid stroma
AT5G10330.1	histidinol phosphate aminotransferase 1	plastid stroma
AT5G10330.2	histidinol phosphate aminotransferase 1	plastid stroma
AT5G10330.3	histidinol phosphate aminotransferase 1	plastid stroma
AT5G10490.1	MSCS-like 2	envelope
AT5G10490.2	MSCS-like 2	envelope
AT5G10490.3	MSCS-like 2	envelope
AT5G10620.1	methyltransferase	plastid
AT5G10690.1	pentatricopeptide (PPR) repeat-containing protein / CBS domain-containing protein	plastid nucleoid
AT5G10910.1	mraW methylase family protein	plastid
AT5G10920.1	L-Aspartase-like family protein	plastid
AT5G11450.1	PsbP domain protein (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)	thylakoid-peripheral-lumenal-side
AT5G11480.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	plastid
AT5G11880.1	Pyridoxal-dependent decarboxylase family protein	plastid stroma
AT5G12040.1	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein	plastid stroma
AT5G12040.2	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein	plastid stroma
AT5G12130.1	integral membrane TerC family protein	thylakoid-integral
AT5G12170.2	CRT (chloroquine-resistance transporter)-like transporter 3	plastid
AT5G12470.1	UvrABC system C protein%2C putative (DUF3411)	envelope-inner-integral
AT5G12860.1	dicarboxylate transporter 1	envelope-inner-integral
AT5G12860.2	dicarboxylate transporter 1	envelope-inner-integral
AT5G13030.1	selenoprotein O	plastid stroma
AT5G13110.1	glucose-6-phosphate dehydrogenase 2	plastid stroma
AT5G13120.1	cyclophilin 20-2	thylakoid-peripheral-lumenal-side
AT5G13120.2	cyclophilin 20-2	thylakoid-peripheral-lumenal-side
AT5G13270.1	Pentatricopeptide repeat (PPR) superfamily protein	plastid nucleoid
AT5G13280.1	aspartate kinase 1	plastid stroma
AT5G13390.1	no exine formation 1	plastid
AT5G13410.1	FKBP-like peptidyl-prolyl cis-trans isomerase family protein	thylakoid-peripheral-lumenal-side
AT5G13420.1	Aldolase-type TIM barrel family protein	plastid stroma
AT5G13510.1	Ribosomal protein L10 family protein	plastid ribosome
AT5G13530.1	protein kinases%3Bubiquitin-protein ligase	envelope-outer
AT5G13530.2	protein kinases%3Bubiquitin-protein ligase	envelope-outer
AT5G13630.1	magnesium-chelatase subunit chlH%2C chloroplast%2C putative / Mg-protoporphyrin IX chelatase%2C putative (CHLH)	plastid
AT5G13630.2	magnesium-chelatase subunit chlH%2C chloroplast%2C putative / Mg-protoporphyrin IX chelatase%2C putative (CHLH)	plastid
AT5G13650.1	elongation factor family protein	plastid stroma
AT5G13650.2	elongation factor family protein	plastid stroma
AT5G13720.1	Uncharacterized protein family (UPF0114)	plastid
AT5G13730.1	sigma factor 4	plastid
AT5G13770.1	Pentatricopeptide repeat (PPR-like) superfamily protein	plastid nucleoid
AT5G13800.1	pheophytinase	plastoglobules
AT5G13800.2	pheophytinase	plastoglobules
AT5G14060.1	Aspartate kinase family protein	plastid stroma
AT5G14100.1	non-intrinsic ABC protein 14	envelope-inner
AT5G14200.1	isopropylmalate dehydrogenase 1	plastid stroma
AT5G14200.2	isopropylmalate dehydrogenase 1	plastid stroma
AT5G14200.3	isopropylmalate dehydrogenase 1	plastid stroma
AT5G14260.1	Rubisco methyltransferase family protein	plastid stroma
AT5G14260.2	Rubisco methyltransferase family protein	plastid stroma
AT5G14260.3	Rubisco methyltransferase family protein	plastid stroma
AT5G14320.1	Ribosomal protein S13/S18 family	plastid ribosome
AT5G14320.2	Ribosomal protein S13/S18 family	plastid ribosome
AT5G14460.1	Pseudouridine synthase family protein	plastid stroma
AT5G14660.1	peptide deformylase 1B	mitochondria; plastid stroma
AT5G14660.2	peptide deformylase 1B	mitochondria; plastid stroma
AT5G14740.1	carbonic anhydrase 2	plastid stroma
AT5G14740.2	carbonic anhydrase 2	plastid stroma
AT5G14740.3	carbonic anhydrase 2	plastid stroma
AT5G14740.4	carbonic anhydrase 2	plastid stroma
AT5G14740.5	carbonic anhydrase 2	plastid stroma
AT5G14760.1	L-aspartate oxidase	plastid
AT5G14910.1	Heavy metal transport/detoxification superfamily protein	plastid stroma
AT5G15250.1	FTSH protease 6	thylakoid-integral
AT5G15250.2	FTSH protease 6	thylakoid-integral
AT5G15450.1	casein lytic proteinase B3	plastid stroma
AT5G15530.1	biotin carboxyl carrier protein 2	envelope-inner-peripheral-stromal-side
AT5G15700.1	DNA/RNA polymerases superfamily protein	mitochondria; plastid
AT5G15760.1	Ribosomal protein PSRP-3/Ycf65	plastid ribosome
AT5G16010.1	3-oxo-5-alpha-steroid 4-dehydrogenase family protein	envelope
AT5G16140.1	Peptidyl-tRNA hydrolase family protein	plastid
AT5G16140.2	Peptidyl-tRNA hydrolase family protein	plastid
AT5G16150.1	plastidic GLC translocator	envelope-inner-integral
AT5G16150.2	plastidic GLC translocator	envelope-inner-integral
AT5G16150.3	plastidic GLC translocator	envelope-inner-integral
AT5G16180.1	maize chloroplast splicing factor-like protein	plastid
AT5G16290.1	VALINE-TOLERANT 1	plastid
AT5G16290.2	VALINE-TOLERANT 1	plastid
AT5G16390.1	chloroplastic acetylcoenzyme A carboxylase 1	envelope-inner-peripheral-stromal-side; plastid stroma
AT5G16390.2	chloroplastic acetylcoenzyme A carboxylase 1	envelope-inner-peripheral-stromal-side; plastid stroma
AT5G16400.1	thioredoxin F2	plastid stroma
AT5G16440.1	isopentenyl diphosphate isomerase 1	cytosol; plastid stroma
AT5G16620.1	hydroxyproline-rich glycoprotein family protein	envelope-inner-integral
AT5G16660.1	Low-density receptor-like protein	plastid
AT5G16660.2	Low-density receptor-like protein	plastid
AT5G16710.1	dehydroascorbate reductase 1	plastid stroma
AT5G16715.1	protein EMBRYO DEFECTIVE 2247	plastid stroma
AT5G17170.1	rubredoxin family protein	thylakoid
AT5G17170.2	rubredoxin family protein	thylakoid
AT5G17230.1	PHYTOENE SYNTHASE	plastid
AT5G17230.2	PHYTOENE SYNTHASE	plastid
AT5G17230.3	PHYTOENE SYNTHASE	plastid
AT5G17520.1	root cap 1 (RCP1)	envelope-inner-integral
AT5G17530.1	phosphoglucosamine mutase family protein	plastid stroma
AT5G17530.2	phosphoglucosamine mutase family protein	plastid stroma
AT5G17530.3	phosphoglucosamine mutase family protein	plastid stroma
AT5G17560.1	BolA-like family protein	plastid stroma
AT5G17660.1	tRNA (guanine-N-7) methyltransferase	mitochondria; plastid
AT5G17670.1	alpha/beta-Hydrolases superfamily protein	envelope
AT5G17710.1	Co-chaperone GrpE family protein	plastid stroma
AT5G17710.2	Co-chaperone GrpE family protein	plastid stroma
AT5G17790.1	zinc finger (Ran-binding) family protein	plastid
AT5G17870.1	plastid-specific 50S ribosomal protein 6	plastid ribosome
AT5G17990.1	tryptophan biosynthesis 1	plastid stroma
AT5G18570.1	GTP1/OBG family protein	envelope-inner; plastid stroma
AT5G18660.1	NAD(P)-binding Rossmann-fold superfamily protein	plastid
AT5G18820.1	TCP-1/cpn60 chaperonin family protein	plastid stroma
AT5G19040.1	isopentenyltransferase 5	plastid
AT5G19210.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	plastid
AT5G19210.2	P-loop containing nucleoside triphosphate hydrolases superfamily protein	plastid
AT5G19220.1	ADP glucose pyrophosphorylase large subunit 1	plastid stroma
AT5G19370.1	rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein	plastid
AT5G19380.1	CRT (chloroquine-resistance transporter)-like transporter 1	plastid
AT5G19460.1	nudix hydrolase homolog 20	plastid
AT5G19470.1	nudix hydrolase homolog 24	plastid
AT5G19500.1	Tryptophan/tyrosine permease	envelope-inner-integral
AT5G19540.1	thermosome subunit gamma	plastid stroma
AT5G19620.1	outer envelope protein of 80 kDa	envelope-outer-integral
AT5G19750.1	Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein	plastid
AT5G19855.1	Chaperonin-like RbcX protein	plastid stroma
AT5G19940.1	Plastid-lipid associated protein PAP / fibrillin family protein	thylakoid-peripheral-stromal-side
AT5G19940.2	Plastid-lipid associated protein PAP / fibrillin family protein	thylakoid-peripheral-stromal-side
AT5G20140.1	SOUL heme-binding family protein	thylakoid
AT5G20140.2	SOUL heme-binding family protein	thylakoid
AT5G20250.1	Raffinose synthase family protein	plastid stroma
AT5G20250.2	Raffinose synthase family protein	plastid stroma
AT5G20250.3	Raffinose synthase family protein	plastid stroma
AT5G20250.4	Raffinose synthase family protein	plastid stroma
AT5G20380.1	phosphate transporter 4%3B5	plastid
AT5G20410.1	monogalactosyldiacylglycerol synthase 2	envelope-outer
AT5G20720.1	chaperonin 20	plastid stroma
AT5G20720.2	chaperonin 20	plastid stroma
AT5G20720.3	chaperonin 20	plastid stroma
AT5G20935.1	DUF3148 family protein	plastid stroma
AT5G20980.1	methionine synthase 3	plastid stroma
AT5G20980.2	methionine synthase 3	plastid stroma
AT5G21222.1	protein kinase family protein	plastid nucleoid
AT5G21430.1	Chaperone DnaJ-domain superfamily protein	thylakoid-integral
AT5G21430.2	Chaperone DnaJ-domain superfamily protein	thylakoid-integral
AT5G21930.1	P-type ATPase of Arabidopsis 2	thylakoid-integral
AT5G21930.2	P-type ATPase of Arabidopsis 2	thylakoid-integral
AT5G21930.3	P-type ATPase of Arabidopsis 2	thylakoid-integral
AT5G21990.1	Tetratricopeptide repeat (TPR)-like superfamily protein	envelope-outer
AT5G22510.1	alkaline/neutral invertase	plastid stroma
AT5G22620.1	phosphoglycerate/bisphosphoglycerate mutase family protein	plastid stroma
AT5G22620.2	phosphoglycerate/bisphosphoglycerate mutase family protein	plastid stroma
AT5G22620.3	phosphoglycerate/bisphosphoglycerate mutase family protein	plastid stroma
AT5G22630.1	arogenate dehydratase 5	plastid stroma
AT5G22640.1	MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein	envelope
AT5G22640.2	MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein	envelope
AT5G22790.1	reticulata-related 1	envelope-inner-integral
AT5G22800.1	Alanyl-tRNA synthetase%2C class IIc	mitochondria; plastid stroma
AT5G22830.1	magnesium (Mg) transporter 10	envelope-inner-integral
AT5G23020.1	2-isopropylmalate synthase 2	plastid
AT5G23040.1	cell growth defect factor-like protein (DUF3353)	envelope; mitochondria
AT5G23060.1	calcium sensing receptor	mitochondria; thylakoid-integral
AT5G23120.1	photosystem II stability/assembly factor%2C chloroplast (HCF136)	thylakoid-peripheral-lumenal-side
AT5G23310.1	Fe superoxide dismutase 3	plastid
AT5G23330.1	Nucleotidylyl transferase superfamily protein	plastid
AT5G23440.1	ferredoxin/thioredoxin reductase subunit A (variable subunit) 1	plastid stroma
AT5G23890.1	GPI-anchored adhesin-like protein	envelope-inner-integral
AT5G24020.1	septum site-determining protein (MIND)	envelope-inner; plastid stroma
AT5G24060.1	Pentatricopeptide repeat (PPR) superfamily protein	plastid
AT5G24060.2	Pentatricopeptide repeat (PPR) superfamily protein	plastid
AT5G24120.1	sigma factor E	plastid stroma
AT5G24300.1	Glycogen/starch synthases%2C ADP-glucose type	plastid stroma
AT5G24300.2	Glycogen/starch synthases%2C ADP-glucose type	plastid stroma
AT5G24314.1	plastid transcriptionally active7	plastid nucleoid
AT5G24314.2	plastid transcriptionally active7	plastid nucleoid
AT5G24400.1	NagB/RpiA/CoA transferase-like superfamily protein	plastid stroma
AT5G24490.1	30S ribosomal protein	plastid ribosome
AT5G24650.1	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein	envelope-inner-integral; mitochondria
AT5G24690.1	plant/protein%2C putative (DUF3411)	envelope
AT5G24850.1	cryptochrome 3	plastid nucleoid
AT5G25752.1	rhomboid-like protein 11 	envelope-inner-integral
AT5G25900.1	GA requiring 3	envelope-outer
AT5G26030.1	ferrochelatase 1	plastid
AT5G26030.2	ferrochelatase 1	plastid
AT5G26570.1	chloroplastidic phosphoglucan%2C water dikinase (ATGWD3)	plastid stroma
AT5G26570.2	chloroplastidic phosphoglucan%2C water dikinase (ATGWD3)	plastid stroma
AT5G26742.1	DEAD box RNA helicase (RH3)	plastid nucleoid
AT5G26742.2	DEAD box RNA helicase (RH3)	plastid nucleoid
AT5G26742.3	DEAD box RNA helicase (RH3)	plastid nucleoid
AT5G26820.1	iron-regulated protein 3	envelope-inner-integral
AT5G26940.1	Polynucleotidyl transferase%2C ribonuclease H-like superfamily protein	mitochondria; plastid
AT5G26940.2	Polynucleotidyl transferase%2C ribonuclease H-like superfamily protein	mitochondria; plastid
AT5G26940.3	Polynucleotidyl transferase%2C ribonuclease H-like superfamily protein	mitochondria; plastid
AT5G26940.4	Polynucleotidyl transferase%2C ribonuclease H-like superfamily protein	mitochondria; plastid
AT5G27270.1	Tetratricopeptide repeat (TPR)-like superfamily protein	plastid
AT5G27290.1	stress regulated protein	plastid
AT5G27290.2	stress regulated protein	plastid
AT5G27380.1	glutathione synthetase 2	cytosol; plastid stroma
AT5G27390.1	tagatose-6-phosphate ketose/aldose isomerase%2C putative (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)	plastid
AT5G27560.1	DUF1995 domain protein%2C putative (DUF1995)	plastid
AT5G28500.1	rubisco accumulation factor-like protein	plastid stroma
AT5G28500.2	rubisco accumulation factor-like protein	plastid stroma
AT5G28750.1	Bacterial sec-independent translocation protein mttA/Hcf106	thylakoid-integral
AT5G30510.1	ribosomal protein S1	plastid ribosome
AT5G33320.1	Glucose-6-phosphate/phosphate translocator-like protein	envelope-inner-integral
AT5G34930.1	arogenate dehydrogenase	plastid stroma
AT5G35100.1	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	plastid
AT5G35100.2	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	plastid
AT5G35170.1	adenylate kinase family protein	plastid
AT5G35170.2	adenylate kinase family protein	plastid
AT5G35210.1	PHD type transcription factor with transmembrane domain protein (PTM)	envelope-outer; nucleus
AT5G35210.2	PHD type transcription factor with transmembrane domain protein (PTM)	envelope-outer; nucleus
AT5G35220.1	Peptidase M50 family protein	thylakoid-integral
AT5G35360.1	acetyl Co-enzyme a carboxylase biotin carboxylase subunit	envelope-inner-peripheral-stromal-side
AT5G35360.2	acetyl Co-enzyme a carboxylase biotin carboxylase subunit	envelope-inner-peripheral-stromal-side
AT5G35360.3	acetyl Co-enzyme a carboxylase biotin carboxylase subunit	envelope-inner-peripheral-stromal-side
AT5G35630.1	glutamine synthetase 2	plastid stroma
AT5G35630.2	glutamine synthetase 2	plastid stroma
AT5G35630.3	glutamine synthetase 2	plastid stroma
AT5G35790.1	glucose-6-phosphate dehydrogenase 1	plastid stroma
AT5G35970.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	plastid stroma
AT5G36120.1	cofactor assembly%2C complex C (B6F)	thylakoid-integral
AT5G36170.1	high chlorophyll fluorescent 109	plastid
AT5G36170.2	high chlorophyll fluorescent 109	plastid
AT5G36170.3	high chlorophyll fluorescent 109	plastid
AT5G36700.1	2-phosphoglycolate phosphatase 1	plastid stroma
AT5G36700.2	2-phosphoglycolate phosphatase 1	plastid stroma
AT5G36700.3	2-phosphoglycolate phosphatase 1	plastid stroma
AT5G36700.4	2-phosphoglycolate phosphatase 1	plastid stroma
AT5G36790.1	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	plastid stroma
AT5G36790.2	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	plastid stroma
AT5G36790.3	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	plastid stroma
AT5G36880.1	acetyl-CoA synthetase	plastid stroma
AT5G36880.2	acetyl-CoA synthetase	plastid stroma
AT5G36950.1	DegP protease 10	mitochondria; plastid
AT5G37360.1	LOW protein: ammonium transporter 1-like protein	thylakoid
AT5G38290.1	Peptidyl-tRNA hydrolase family protein	plastid stroma
AT5G38290.2	Peptidyl-tRNA hydrolase family protein	plastid stroma
AT5G38410.1	Ribulose bisphosphate carboxylase (small chain) family protein	plastid stroma
AT5G38410.2	Ribulose bisphosphate carboxylase (small chain) family protein	plastid stroma
AT5G38410.3	Ribulose bisphosphate carboxylase (small chain) family protein	plastid stroma
AT5G38420.1	Ribulose bisphosphate carboxylase (small chain) family protein	plastid stroma
AT5G38430.1	Ribulose bisphosphate carboxylase (small chain) family protein	plastid stroma
AT5G38520.1	alpha/beta-Hydrolases superfamily protein	thylakoid
AT5G38520.2	alpha/beta-Hydrolases superfamily protein	thylakoid
AT5G38530.1	tryptophan synthase beta type 2	plastid stroma
AT5G38660.1	acclimation of photosynthesis to environment	thylakoid
AT5G38660.2	acclimation of photosynthesis to environment	thylakoid
AT5G39210.1	chlororespiratory reduction 7	plastid stroma
AT5G39790.1	PROTEIN TARGETING TO STARCH (PTST)	plastid
AT5G39830.1	Trypsin family protein with PDZ domain-containing protein	thylakoid-peripheral-lumenal-side
AT5G39830.2	Trypsin family protein with PDZ domain-containing protein	thylakoid-peripheral-lumenal-side
AT5G39940.1	FAD/NAD(P)-binding oxidoreductase family protein	plastid
AT5G39940.2	FAD/NAD(P)-binding oxidoreductase family protein	plastid
AT5G39960.1	GTP-binding protein	plastid
AT5G39980.1	Tetratricopeptide repeat (TPR)-like superfamily protein	plastid nucleoid
AT5G40160.1	Ankyrin repeat family protein	plastid stroma
AT5G40560.1	protease Do-like protein	plastid
AT5G40850.1	urophorphyrin methylase 1	plastid
AT5G40850.2	urophorphyrin methylase 1	plastid
AT5G40870.1	uridine kinase/uracil phosphoribosyltransferase 1	plastid
AT5G40950.1	ribosomal protein large subunit 27	plastid ribosome
AT5G41120.1	Esterase/lipase/thioesterase family protein	plastoglobules
AT5G42070.1	hypothetical protein	plastid
AT5G42080.1	dynamin-like protein	cytosol; plasma membrane; thylakoid
AT5G42080.2	dynamin-like protein	cytosol; plasma membrane; thylakoid
AT5G42080.3	dynamin-like protein	cytosol; plasma membrane; thylakoid; thylakoid
AT5G42130.1	Mitochondrial substrate carrier family protein	envelope-inner-integral
AT5G42270.1	FtsH extracellular protease family	thylakoid-integral
AT5G42310.1	Pentatricopeptide repeat (PPR-like) superfamily protein	plastid stroma
AT5G42390.1	Insulinase (Peptidase family M16) family protein	plastid stroma
AT5G42480.1	Chaperone DnaJ-domain superfamily protein	envelope-inner
AT5G42650.1	allene oxide synthase	thylakoid
AT5G42765.1	plasma membrane fusion protein	thylakoid
AT5G42960.1	outer envelope pore 24B-like protein	envelope-outer
AT5G43050.1	YCF20-like protein (DUF565)	plastid
AT5G43745.1	ion channel POLLUX-like protein%2C putative (DUF1012)	plastid
AT5G43750.1	NAD(P)H dehydrogenase 18	thylakoid-integral
AT5G43780.1	Pseudouridine synthase/archaeosine transglycosylase-like family protein	plastid
AT5G44000.1	Glutathione S-transferase family protein	plastid
AT5G44520.1	NagB/RpiA/CoA transferase-like superfamily protein	plastid stroma
AT5G44590.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	plastid
AT5G44600.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	plastid
AT5G44650.1	death domain associated protein	thylakoid
AT5G45040.1	Cytochrome c	thylakoid-peripheral-lumenal-side
AT5G45170.1	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	plastid stroma
AT5G45390.1	CLP protease P4	plastid stroma
AT5G45680.1	FK506-binding protein 13	thylakoid-peripheral-lumenal-side
AT5G45760.1	Transducin/WD40 repeat-like superfamily protein	plastid
AT5G45930.1	magnesium chelatase i2	plastid stroma
AT5G46110.1	Glucose-6-phosphate/phosphate translocator-like protein	envelope-inner-integral
AT5G46110.2	Glucose-6-phosphate/phosphate translocator-like protein	envelope-inner-integral
AT5G46110.3	Glucose-6-phosphate/phosphate translocator-like protein	envelope-inner-integral
AT5G46110.4	Glucose-6-phosphate/phosphate translocator-like protein	envelope-inner-integral
AT5G46290.1	3-ketoacyl-acyl carrier protein synthase I	plastid stroma
AT5G46290.2	3-ketoacyl-acyl carrier protein synthase I	plastid stroma
AT5G46290.3	3-ketoacyl-acyl carrier protein synthase I	plastid stroma
AT5G46390.1	Peptidase S41 family protein	thylakoid-peripheral-lumenal-side
AT5G46390.2	Peptidase S41 family protein	thylakoid-peripheral-lumenal-side
AT5G46420.1	16S rRNA processing protein RimM family	plastid stroma
AT5G46580.1	pentatricopeptide (PPR) repeat-containing protein	plastid nucleoid
AT5G47110.1	Chlorophyll A-B binding family protein	thylakoid-integral
AT5G47190.1	Ribosomal protein L19 family protein	plastid ribosome
AT5G47760.1	2-phosphoglycolate phosphatase 2	plastid stroma
AT5G47840.1	adenosine monophosphate kinase	plastid stroma
AT5G47860.1	Gut esterase (DUF1350)	plastid
AT5G47870.1	cobalt ion-binding protein	plastid
AT5G48220.1	Aldolase-type TIM barrel family protein	plastid stroma
AT5G48220.2	Aldolase-type TIM barrel family protein	plastid stroma
AT5G48220.3	Aldolase-type TIM barrel family protein	plastid stroma
AT5G48300.1	ADP glucose pyrophosphorylase 1	plastid stroma
AT5G48440.1	FAD-dependent oxidoreductase family protein	plastid stroma
AT5G48440.2	FAD-dependent oxidoreductase family protein	plastid stroma
AT5G48470.1	hypothetical protein	plastid
AT5G48730.1	Pentatricopeptide repeat (PPR) superfamily protein	plastid
AT5G48790.1	LOW PSII ACCUMULATION protein (DUF1995)	thylakoid
AT5G48910.1	Pentatricopeptide repeat (PPR) superfamily protein	plastid stroma
AT5G48960.1	HAD-superfamily hydrolase%2C subfamily IG%2C 5'-nucleotidase	plastid stroma
AT5G49030.1	tRNA synthetase class I (I%2C L%2C M and V) family protein	plastid stroma
AT5G49030.2	tRNA synthetase class I (I%2C L%2C M and V) family protein	plastid stroma
AT5G49030.3	tRNA synthetase class I (I%2C L%2C M and V) family protein	plastid stroma
AT5G49740.1	ferric reduction oxidase 7	plastid
AT5G49820.1	root UVB sensitive protein (Protein of unknown function%2C DUF647)	plastid
AT5G49910.1	chloroplast heat shock protein 70-2	plastid stroma
AT5G49940.1	NIFU-like protein 2	plastid stroma
AT5G49940.2	NIFU-like protein 2	plastid stroma
AT5G49970.1	pyridoxin (pyrodoxamine) 5'-phosphate oxidase	plastid
AT5G49970.2	pyridoxin (pyrodoxamine) 5'-phosphate oxidase	plastid
AT5G50210.1	quinolinate synthase	plastid stroma
AT5G50250.1	chloroplast RNA-binding protein 31B	plastid stroma
AT5G50280.1	Pentatricopeptide repeat (PPR) superfamily protein	plastid nucleoid
AT5G50920.1	CLPC homologue 1	envelope-inner-peripheral-stromal-side; plastid stroma
AT5G51020.1	crumpled leaf	envelope-outer
AT5G51070.1	Clp ATPase	plastid stroma
AT5G51100.1	Fe superoxide dismutase 2	plastid stroma
AT5G51110.1	Transcriptional coactivator/pterin dehydratase	plastid stroma
AT5G51110.2	Transcriptional coactivator/pterin dehydratase	plastid stroma
AT5G51545.1	low psii accumulation2	thylakoid-integral
AT5G51720.1	2 iron%2C 2 sulfur cluster binding protein	plastid
AT5G51820.1	phosphoglucomutase	plastid stroma
AT5G52010.1	C2H2-like zinc finger protein	plastid
AT5G52100.1	Dihydrodipicolinate reductase%2C bacterial/plant	plastid stroma
AT5G52110.1	chaperone (DUF2930)	thylakoid-integral
